,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
4853,Female,37,1,7,0,1-2 Year,No,2630,124,256,0
53032,Female,22,1,35,1,< 1 Year,No,24655,152,47,0
50104,Male,60,1,8,0,1-2 Year,No,54760,26,171,0
51733,Male,61,1,33,0,1-2 Year,No,2630,156,126,0
58458,Male,74,1,3,0,> 2 Years,Yes,2630,26,271,0
29052,Female,35,1,28,0,1-2 Year,Yes,40086,12,297,0
23863,Female,29,1,41,1,< 1 Year,No,28915,152,164,0
46975,Female,74,1,28,0,1-2 Year,Yes,29849,124,140,0
53184,Male,56,1,28,0,> 2 Years,Yes,23403,25,171,0
30912,Male,77,1,28,0,1-2 Year,No,39805,124,199,0
64196,Female,77,1,28,0,1-2 Year,Yes,79712,26,122,0
31907,Female,22,1,30,1,< 1 Year,No,19488,152,185,0
16472,Female,59,1,28,0,> 2 Years,Yes,95217,26,232,1
21206,Male,44,1,28,1,1-2 Year,No,24233,26,89,0
26194,Male,44,1,29,0,1-2 Year,Yes,23757,124,187,1
35301,Male,47,1,12,1,1-2 Year,Yes,26677,26,88,0
17351,Female,49,1,2,0,1-2 Year,No,26722,26,189,0
64065,Female,50,1,28,0,1-2 Year,Yes,29830,124,168,0
45280,Female,23,1,15,0,< 1 Year,Yes,46502,152,225,1
13912,Male,22,1,22,0,< 1 Year,Yes,2630,160,19,0
55916,Female,50,1,28,0,1-2 Year,Yes,39617,26,205,1
35650,Female,26,1,6,1,< 1 Year,No,19268,152,216,0
11464,Male,26,1,28,1,< 1 Year,No,21911,152,144,0
76,Female,48,1,28,0,1-2 Year,Yes,45847,26,43,0
11429,Male,66,1,29,0,1-2 Year,No,52627,156,250,0
51129,Male,31,1,28,0,1-2 Year,Yes,41314,154,17,0
24645,Male,62,1,50,1,1-2 Year,Yes,29614,8,264,0
40387,Male,42,1,38,0,1-2 Year,Yes,2630,26,46,0
28920,Female,22,1,30,1,< 1 Year,No,46610,152,208,0
60352,Female,42,1,8,0,1-2 Year,Yes,29439,124,242,1
43859,Male,26,1,28,1,< 1 Year,No,33671,152,43,0
39253,Male,25,1,46,1,< 1 Year,No,22430,152,272,0
64930,Female,53,1,9,1,1-2 Year,No,30212,124,281,0
11090,Male,42,1,33,0,1-2 Year,Yes,27373,26,36,1
7343,Female,23,1,35,0,< 1 Year,Yes,31210,152,88,0
37783,Female,25,1,14,1,< 1 Year,No,35310,152,218,0
61491,Female,24,1,45,1,< 1 Year,No,27240,160,277,0
51815,Male,57,1,13,0,1-2 Year,Yes,2630,26,161,0
911,Male,56,1,28,0,> 2 Years,Yes,2630,26,133,1
1962,Male,46,1,28,0,1-2 Year,Yes,33938,52,29,0
49752,Male,21,1,15,1,< 1 Year,No,42438,160,2376,0
56133,Female,40,1,8,1,1-2 Year,No,35625,124,56,0
55908,Male,28,1,35,0,< 1 Year,Yes,27168,152,110,1
18845,Female,25,1,6,0,< 1 Year,Yes,23094,152,55,1
8142,Male,40,1,8,0,1-2 Year,Yes,35347,124,184,1
11747,Male,61,1,28,0,1-2 Year,Yes,46671,124,12,1
52931,Male,40,1,29,0,1-2 Year,No,41821,26,262,0
13955,Female,51,1,28,0,1-2 Year,Yes,44852,122,186,0
17533,Male,52,1,8,1,1-2 Year,No,33964,26,112,0
29426,Male,40,1,28,0,1-2 Year,Yes,46964,124,175,1
58040,Male,23,1,28,1,< 1 Year,No,39664,152,237,0
19202,Female,22,1,8,1,< 1 Year,No,39064,152,194,0
10468,Male,37,1,28,0,1-2 Year,Yes,50558,26,121,0
4097,Female,39,1,48,0,1-2 Year,Yes,2630,157,36,0
27064,Female,69,1,18,0,1-2 Year,Yes,30539,124,107,1
56237,Male,29,1,14,1,< 1 Year,No,35938,152,142,0
19091,Female,31,1,27,0,< 1 Year,Yes,2630,160,239,0
4250,Male,47,1,15,0,1-2 Year,No,25264,152,72,1
21785,Female,25,1,10,1,< 1 Year,No,28161,152,44,0
9673,Male,59,1,46,0,1-2 Year,Yes,30100,124,295,0
29087,Male,25,1,28,1,< 1 Year,No,99851,152,269,0
32248,Female,71,1,37,0,1-2 Year,Yes,38480,128,29,0
17692,Male,48,1,15,0,1-2 Year,Yes,49759,26,130,0
52469,Male,32,1,28,1,1-2 Year,No,43412,124,195,0
42960,Male,55,1,29,0,1-2 Year,Yes,43660,26,105,1
9629,Male,39,1,30,0,1-2 Year,Yes,2630,152,158,1
34017,Male,21,1,24,0,< 1 Year,Yes,26933,160,66,0
34439,Female,47,1,8,0,1-2 Year,Yes,44357,7,184,0
30275,Female,23,1,37,0,< 1 Year,Yes,25997,26,109,1
43513,Female,29,1,34,1,< 1 Year,No,32078,152,221,0
10713,Female,73,1,14,0,1-2 Year,Yes,31740,124,41,1
32846,Male,30,1,28,0,1-2 Year,Yes,37139,157,166,1
56843,Female,64,1,28,0,1-2 Year,Yes,59821,26,194,0
61278,Male,59,1,28,0,> 2 Years,Yes,39814,26,121,1
29413,Female,23,1,29,0,1-2 Year,Yes,21364,156,92,0
9431,Female,60,1,30,0,1-2 Year,No,25553,124,297,0
23693,Male,21,1,28,0,< 1 Year,Yes,48966,124,272,1
29811,Female,29,1,50,1,< 1 Year,No,36016,152,170,0
14403,Female,63,1,46,1,1-2 Year,No,2630,11,179,0
8139,Male,61,1,28,1,1-2 Year,No,106505,26,289,0
20956,Male,21,1,27,0,< 1 Year,No,25140,160,105,0
17002,Female,63,1,28,1,1-2 Year,No,30353,152,56,0
45305,Female,42,1,28,1,1-2 Year,No,51045,26,127,0
22571,Female,30,1,2,1,< 1 Year,No,24644,152,281,0
14658,Female,24,1,26,1,< 1 Year,No,21016,152,18,0
65432,Female,46,1,28,1,1-2 Year,No,40516,125,299,0
32030,Female,22,1,47,0,< 1 Year,Yes,21648,152,184,0
8973,Female,29,1,8,1,< 1 Year,No,24873,152,106,0
43321,Female,55,1,37,1,1-2 Year,No,45235,26,220,0
60782,Female,23,1,8,1,< 1 Year,No,43686,152,71,0
23418,Male,39,1,51,0,> 2 Years,Yes,2630,124,38,1
54924,Female,21,1,26,0,< 1 Year,Yes,27735,160,106,0
31423,Male,52,1,14,0,1-2 Year,Yes,19981,124,237,1
53922,Male,60,1,0,0,1-2 Year,Yes,2630,14,229,0
48832,Female,22,1,8,0,< 1 Year,Yes,45558,152,287,0
34245,Female,25,1,32,1,< 1 Year,No,33323,152,46,0
47456,Female,28,1,32,1,< 1 Year,No,2630,152,25,0
1047,Male,57,1,46,1,1-2 Year,No,30561,26,219,0
5000,Female,22,1,18,1,< 1 Year,No,29634,152,227,0
14028,Male,25,1,28,1,< 1 Year,No,48600,152,22,0
17427,Female,38,1,46,0,1-2 Year,Yes,22695,152,14,0
48260,Male,29,1,36,1,< 1 Year,No,39287,152,186,0
35344,Female,23,1,6,1,< 1 Year,No,31954,152,277,0
20112,Female,23,1,33,1,< 1 Year,No,28530,152,167,0
12192,Female,23,1,45,1,< 1 Year,No,27484,152,153,0
36678,Female,23,1,41,1,< 1 Year,No,28679,152,166,0
21239,Male,43,1,28,0,1-2 Year,Yes,55555,26,291,1
61820,Male,61,1,28,0,1-2 Year,Yes,46404,26,256,1
50719,Male,23,1,33,1,< 1 Year,No,26695,152,281,0
15871,Female,29,1,21,1,< 1 Year,No,37360,152,187,0
10876,Male,36,1,50,0,1-2 Year,Yes,29718,156,227,0
11421,Male,48,1,48,0,1-2 Year,Yes,2630,26,185,1
27615,Female,28,1,49,1,< 1 Year,No,2630,152,24,0
15142,Male,24,1,8,1,< 1 Year,No,36522,152,243,0
14239,Male,31,1,2,0,1-2 Year,Yes,46765,157,21,1
46206,Female,25,1,43,1,< 1 Year,No,29403,152,53,0
65274,Female,36,1,12,0,1-2 Year,Yes,32670,124,193,0
23950,Female,25,1,3,0,< 1 Year,No,33259,152,275,0
48943,Male,25,1,28,0,< 1 Year,Yes,42275,163,148,0
8345,Female,22,1,28,1,< 1 Year,No,51716,152,176,0
43923,Male,37,1,13,0,> 2 Years,Yes,31085,124,149,0
43241,Female,42,1,28,0,1-2 Year,Yes,43719,61,120,0
31836,Female,43,1,38,0,1-2 Year,Yes,22513,26,174,1
33936,Female,25,1,12,1,< 1 Year,No,22717,26,137,0
57835,Female,41,1,28,0,1-2 Year,Yes,43827,124,263,1
12835,Male,50,1,11,1,1-2 Year,No,31797,120,106,0
28552,Female,23,1,30,1,< 1 Year,No,25565,152,104,0
19312,Female,34,1,35,1,1-2 Year,No,30196,152,86,0
16218,Female,24,1,30,1,< 1 Year,No,40681,152,15,0
34388,Male,75,1,28,0,1-2 Year,Yes,50622,26,226,0
43624,Male,20,1,22,0,< 1 Year,Yes,31219,160,114,0
11913,Male,26,1,8,0,< 1 Year,Yes,2630,160,133,0
281,Male,50,1,46,0,1-2 Year,Yes,28375,124,175,0
42823,Female,62,1,8,1,1-2 Year,Yes,64358,25,212,0
11251,Male,72,1,39,0,1-2 Year,Yes,57389,124,252,0
60478,Female,24,1,11,1,< 1 Year,No,27233,152,271,0
61252,Female,27,1,10,1,< 1 Year,No,2630,152,49,0
31324,Female,26,1,20,0,< 1 Year,Yes,2630,160,290,0
16250,Female,28,1,50,1,< 1 Year,No,35603,152,216,0
22111,Female,26,1,8,1,< 1 Year,No,34851,152,116,0
1731,Male,51,1,39,0,1-2 Year,Yes,36567,124,237,1
40630,Female,21,1,27,0,< 1 Year,Yes,26127,160,156,0
61991,Male,32,1,28,1,< 1 Year,Yes,23072,152,110,0
7551,Female,22,1,45,1,< 1 Year,No,30624,152,45,0
9628,Female,35,1,27,0,1-2 Year,Yes,2630,156,115,1
1187,Female,29,1,3,0,< 1 Year,Yes,19792,152,17,0
60911,Female,65,1,28,0,1-2 Year,Yes,39728,26,257,1
40594,Male,51,1,28,0,1-2 Year,Yes,77131,124,64,1
29409,Male,45,1,8,0,1-2 Year,Yes,35026,124,69,0
57280,Female,24,1,45,0,< 1 Year,Yes,16868,152,142,0
30775,Male,31,1,29,1,< 1 Year,No,2630,160,62,0
62144,Female,22,1,47,0,< 1 Year,Yes,27396,152,259,0
23603,Female,28,1,9,0,< 1 Year,Yes,31078,152,237,1
24989,Male,48,1,28,1,1-2 Year,No,2630,124,114,0
8616,Female,26,1,35,1,< 1 Year,No,28094,152,144,0
13076,Male,41,1,28,0,1-2 Year,Yes,32661,26,50,1
62843,Male,32,1,35,1,< 1 Year,No,29967,152,250,0
55163,Female,46,1,28,0,1-2 Year,Yes,37255,26,136,1
23053,Female,44,1,28,1,1-2 Year,No,41656,26,141,0
65458,Female,25,1,25,0,< 1 Year,No,2630,160,191,0
4124,Female,38,1,28,0,1-2 Year,Yes,2630,26,118,0
1773,Male,25,1,29,1,< 1 Year,No,2630,152,235,0
51154,Male,26,1,3,1,< 1 Year,Yes,35886,26,82,0
63914,Male,53,1,7,0,1-2 Year,Yes,2630,124,179,0
18967,Female,20,1,39,0,< 1 Year,No,2630,160,263,0
62313,Female,25,1,14,0,1-2 Year,Yes,2630,124,35,0
38983,Male,77,1,41,0,1-2 Year,No,42757,124,280,0
19713,Female,46,1,50,1,1-2 Year,No,31712,8,126,0
3408,Female,24,1,28,1,< 1 Year,No,40750,152,266,0
14589,Male,29,1,16,0,< 1 Year,Yes,21202,152,55,0
46636,Female,32,1,8,1,< 1 Year,No,22853,152,173,0
24219,Female,30,1,15,1,< 1 Year,No,29764,152,141,0
10647,Male,34,1,26,0,1-2 Year,Yes,48022,124,152,1
27746,Male,43,1,3,0,1-2 Year,Yes,40106,124,274,1
4961,Male,71,1,3,0,1-2 Year,No,25606,26,138,0
56006,Male,44,1,7,0,1-2 Year,Yes,44168,31,162,0
11583,Female,62,1,28,0,1-2 Year,Yes,40490,122,274,1
1441,Male,21,1,28,0,1-2 Year,Yes,2630,156,118,1
47399,Male,59,1,28,1,1-2 Year,No,51825,26,129,0
9812,Female,24,1,28,1,< 1 Year,No,47331,152,243,0
43855,Female,37,1,28,0,1-2 Year,Yes,36908,124,111,1
4077,Female,21,1,15,0,< 1 Year,Yes,36107,160,215,0
9120,Male,48,1,29,0,1-2 Year,Yes,35367,124,83,0
34214,Male,21,1,8,0,< 1 Year,Yes,28503,160,35,1
25800,Male,25,1,10,1,< 1 Year,No,29417,152,232,0
10578,Male,63,1,28,0,> 2 Years,Yes,32132,26,180,0
40497,Male,50,1,28,0,> 2 Years,Yes,56986,122,127,1
26904,Female,22,1,25,1,< 1 Year,Yes,25341,152,158,0
24001,Male,50,1,41,0,1-2 Year,Yes,28474,124,269,1
42493,Male,25,1,13,1,< 1 Year,No,41675,152,200,0
8856,Male,23,1,34,0,< 1 Year,Yes,69170,152,106,1
43620,Male,53,1,6,0,1-2 Year,Yes,26847,26,145,1
39917,Male,43,1,8,0,1-2 Year,No,35511,26,279,0
46593,Male,62,1,8,1,1-2 Year,No,32777,26,184,0
44279,Male,55,1,28,1,1-2 Year,No,26235,122,214,0
25770,Female,54,1,28,1,1-2 Year,No,36140,26,195,0
42720,Male,27,1,8,1,< 1 Year,No,32109,152,253,0
44557,Female,36,1,49,1,1-2 Year,No,26545,152,261,0
9237,Female,36,1,28,0,1-2 Year,Yes,29200,152,148,1
57822,Male,27,1,8,1,< 1 Year,No,52493,152,170,0
29013,Male,25,1,11,1,< 1 Year,No,30191,152,211,0
47131,Female,52,1,35,0,1-2 Year,Yes,37432,124,132,0
24339,Male,23,1,35,1,< 1 Year,No,38496,152,88,0
62241,Male,33,1,28,1,1-2 Year,No,34123,26,202,0
56687,Female,31,1,46,0,1-2 Year,Yes,45456,156,48,1
5774,Female,40,1,28,0,1-2 Year,Yes,63843,26,184,1
52001,Female,22,1,28,1,< 1 Year,No,25885,160,267,0
28233,Male,32,1,15,0,1-2 Year,Yes,32119,124,266,1
19014,Female,23,1,33,1,< 1 Year,No,29317,152,224,0
29428,Female,51,1,18,0,> 2 Years,Yes,41057,124,62,0
21570,Male,21,1,30,1,< 1 Year,No,26637,152,280,0
28741,Male,45,1,28,0,1-2 Year,No,44392,13,125,0
24193,Female,65,1,18,0,1-2 Year,Yes,2630,124,135,0
35832,Female,40,1,41,1,1-2 Year,No,61412,124,299,0
30147,Female,23,1,46,1,< 1 Year,No,26717,152,81,0
24425,Male,54,1,28,0,1-2 Year,Yes,2630,26,224,1
60848,Female,23,1,3,1,< 1 Year,Yes,2630,26,127,0
49761,Male,60,1,11,0,1-2 Year,Yes,32259,26,198,1
17494,Male,22,1,46,1,< 1 Year,No,31723,152,269,0
30779,Female,43,1,28,0,1-2 Year,Yes,25772,124,98,1
2048,Male,85,1,37,1,< 1 Year,No,30441,152,123,0
61615,Female,47,1,28,0,1-2 Year,Yes,30420,124,239,0
63326,Male,39,1,41,0,1-2 Year,Yes,30243,124,158,1
14789,Male,34,1,22,0,1-2 Year,Yes,23147,124,141,0
59012,Female,42,1,28,0,> 2 Years,Yes,38131,29,113,1
43519,Female,43,1,41,0,1-2 Year,Yes,34831,124,205,0
6041,Female,43,1,28,0,1-2 Year,Yes,46434,124,212,1
8091,Female,27,1,36,1,< 1 Year,No,30994,152,292,0
62516,Female,23,1,2,1,< 1 Year,No,23847,152,257,0
11062,Female,24,1,37,0,< 1 Year,Yes,34541,160,271,0
61913,Female,44,1,18,1,1-2 Year,No,2630,124,207,0
42296,Male,21,1,15,1,< 1 Year,No,37680,160,287,0
1808,Male,72,1,11,0,1-2 Year,Yes,38659,124,235,0
53370,Male,21,1,9,1,< 1 Year,No,37919,152,254,0
9544,Male,27,1,3,1,< 1 Year,Yes,25698,152,143,0
9796,Male,37,1,8,0,1-2 Year,No,33310,26,73,0
48947,Female,28,1,0,0,< 1 Year,Yes,2630,151,91,0
21887,Male,27,1,35,1,< 1 Year,No,2630,26,74,0
63047,Male,46,1,28,0,1-2 Year,Yes,40394,124,28,0
47807,Female,21,1,28,1,< 1 Year,No,40244,152,118,0
48360,Female,45,1,18,0,1-2 Year,Yes,2630,124,50,0
39104,Male,70,1,46,0,1-2 Year,Yes,32967,30,110,0
54634,Male,37,1,8,0,1-2 Year,Yes,39657,124,77,0
46185,Female,66,1,30,0,1-2 Year,Yes,2630,157,141,1
22447,Female,24,1,11,1,< 1 Year,No,32186,152,83,0
44829,Male,72,1,28,1,1-2 Year,No,47702,26,78,0
32255,Male,34,1,6,0,1-2 Year,Yes,2630,163,166,0
16686,Male,26,1,46,1,< 1 Year,No,40739,152,64,0
51501,Female,64,1,28,0,1-2 Year,Yes,41258,26,69,0
43057,Female,30,1,41,1,< 1 Year,No,39298,152,175,0
40340,Male,39,1,8,1,1-2 Year,No,31396,26,262,0
9739,Male,24,1,29,0,1-2 Year,Yes,2630,124,232,1
6066,Male,27,1,28,0,< 1 Year,Yes,46714,152,287,0
4138,Female,21,1,50,1,< 1 Year,No,39631,152,11,0
46175,Female,58,1,47,1,1-2 Year,No,27580,152,161,0
51224,Female,35,1,8,0,1-2 Year,No,42056,19,213,1
45123,Female,62,1,28,0,> 2 Years,Yes,28381,26,98,0
54186,Male,70,1,41,0,1-2 Year,Yes,2630,157,30,1
9680,Male,35,1,45,0,1-2 Year,Yes,2630,157,213,1
3792,Male,43,1,41,0,1-2 Year,Yes,35078,157,75,1
24403,Male,57,1,30,0,1-2 Year,Yes,27643,124,74,1
14041,Male,60,1,29,1,1-2 Year,No,36803,26,292,0
17544,Female,22,1,32,1,< 1 Year,No,32258,160,133,0
7709,Female,69,1,28,0,1-2 Year,Yes,35418,26,62,0
36937,Male,24,1,8,1,< 1 Year,No,30527,152,256,0
22869,Male,36,1,28,0,1-2 Year,Yes,40405,124,135,0
11888,Female,25,1,35,1,< 1 Year,No,38931,152,102,0
26518,Male,29,1,45,0,< 1 Year,No,34551,122,87,0
23649,Male,54,1,28,0,1-2 Year,Yes,37439,26,65,0
34896,Male,59,1,50,0,1-2 Year,Yes,35872,18,195,0
40096,Male,50,1,27,0,1-2 Year,Yes,23149,124,188,1
26578,Male,31,1,6,0,1-2 Year,Yes,28225,124,283,1
27674,Female,26,1,45,1,< 1 Year,No,36641,152,149,0
39199,Female,32,1,28,0,< 1 Year,Yes,28372,122,212,1
41192,Female,40,1,28,0,1-2 Year,Yes,55202,124,97,0
54570,Male,59,1,28,0,1-2 Year,No,44611,124,239,0
20343,Female,26,1,11,1,< 1 Year,No,26534,152,206,0
29974,Female,22,1,15,1,< 1 Year,No,34929,152,176,0
62317,Male,45,1,28,0,1-2 Year,Yes,38823,124,206,0
50694,Female,31,1,28,0,< 1 Year,Yes,26852,152,28,0
34917,Female,41,1,2,1,1-2 Year,No,30707,124,126,0
45023,Female,66,1,24,0,1-2 Year,Yes,2630,124,82,1
63240,Male,24,1,8,1,< 1 Year,No,45171,152,60,0
48457,Male,63,1,28,0,> 2 Years,Yes,39905,122,246,0
16013,Male,36,1,20,1,1-2 Year,No,2630,124,159,0
53566,Female,70,1,18,0,1-2 Year,Yes,39398,124,188,0
49977,Male,47,1,28,1,1-2 Year,No,32199,120,233,0
49008,Male,55,1,15,1,1-2 Year,No,25513,124,191,0
40061,Female,24,1,11,0,< 1 Year,No,37571,152,276,0
56713,Male,41,1,28,0,1-2 Year,Yes,42689,124,170,0
39670,Female,24,1,21,1,< 1 Year,No,34564,152,277,0
34994,Male,27,1,6,0,< 1 Year,Yes,13863,152,174,0
3061,Male,38,1,28,0,1-2 Year,No,2630,124,87,0
51696,Female,37,1,28,0,1-2 Year,Yes,63284,124,152,0
46113,Female,23,1,6,1,< 1 Year,No,22410,152,174,0
2425,Male,24,1,17,1,< 1 Year,No,32472,152,295,0
46806,Female,38,1,28,0,> 2 Years,Yes,34666,124,172,0
55961,Male,44,1,9,1,1-2 Year,No,2630,26,289,0
23896,Female,24,1,37,0,< 1 Year,No,28694,152,99,0
30242,Male,46,1,41,1,1-2 Year,No,38572,26,202,0
49352,Female,23,1,26,0,< 1 Year,Yes,2630,152,133,0
49355,Male,63,1,46,0,1-2 Year,Yes,35276,124,149,1
35122,Male,54,1,35,0,1-2 Year,Yes,29006,26,249,0
33150,Female,46,1,28,0,1-2 Year,Yes,43689,124,140,1
31018,Male,47,1,46,0,1-2 Year,Yes,25380,124,21,0
5982,Female,25,1,50,1,< 1 Year,No,31763,152,120,0
9332,Female,34,1,20,1,1-2 Year,No,2630,124,91,0
34144,Male,55,1,28,0,1-2 Year,Yes,28228,26,71,0
17801,Male,23,1,8,1,< 1 Year,No,38176,152,264,0
9846,Male,28,1,37,1,< 1 Year,No,32220,152,194,0
60996,Female,21,1,30,1,< 1 Year,Yes,23440,152,163,0
55626,Female,65,1,20,0,1-2 Year,No,2630,124,158,0
37655,Female,25,1,47,0,< 1 Year,Yes,40191,26,168,0
16010,Male,38,1,39,1,1-2 Year,No,35064,60,141,0
44914,Male,43,1,8,1,1-2 Year,No,33520,26,264,0
3896,Female,46,1,28,0,1-2 Year,Yes,33573,26,76,1
36829,Male,30,1,45,1,1-2 Year,No,28905,124,190,0
3740,Female,74,1,28,0,1-2 Year,Yes,39518,124,223,0
21207,Male,36,1,41,0,1-2 Year,Yes,133747,124,119,1
39427,Female,30,1,32,0,< 1 Year,Yes,2630,152,17,0
56072,Female,24,1,41,1,< 1 Year,No,31234,152,31,0
63978,Female,44,1,28,0,1-2 Year,Yes,42109,122,265,0
26181,Male,24,1,9,0,< 1 Year,Yes,2630,160,202,0
5106,Male,22,1,5,1,< 1 Year,No,34063,152,164,0
24409,Male,47,1,7,0,1-2 Year,Yes,2630,124,28,0
48789,Female,22,1,30,1,< 1 Year,No,27210,152,178,0
40307,Female,26,1,43,1,< 1 Year,No,36581,152,181,0
23664,Male,65,1,39,0,1-2 Year,Yes,42725,127,82,0
885,Female,76,1,52,0,1-2 Year,Yes,2630,156,186,0
30398,Female,22,1,15,0,< 1 Year,Yes,38765,152,187,0
14564,Female,46,1,28,1,1-2 Year,No,47948,26,136,0
25327,Female,49,1,8,0,1-2 Year,Yes,36461,124,88,0
46313,Female,63,1,28,0,1-2 Year,Yes,30183,122,26,0
4553,Male,39,1,0,0,1-2 Year,Yes,2630,124,161,1
44045,Female,23,1,17,1,< 1 Year,No,48146,152,221,0
31961,Female,45,1,28,0,1-2 Year,Yes,39776,26,164,0
254,Female,23,1,28,1,< 1 Year,No,38350,152,161,0
22384,Female,56,1,41,0,1-2 Year,Yes,25418,124,215,1
33842,Female,42,1,3,0,1-2 Year,Yes,26754,26,36,0
50185,Female,34,1,41,0,1-2 Year,Yes,34728,124,267,0
19724,Male,22,1,42,0,< 1 Year,No,38156,152,119,0
48145,Male,28,1,24,0,1-2 Year,Yes,2630,157,231,1
31370,Female,44,1,28,0,> 2 Years,Yes,2630,157,209,0
60264,Male,32,1,30,1,< 1 Year,No,22761,152,255,0
6283,Female,50,1,24,0,1-2 Year,Yes,34425,124,145,1
64913,Male,80,1,46,0,1-2 Year,Yes,29415,11,108,0
8688,Male,62,1,28,0,1-2 Year,Yes,37160,26,71,0
43941,Male,41,1,41,0,> 2 Years,Yes,31461,26,219,0
44348,Female,22,1,11,1,< 1 Year,No,23960,160,186,0
25986,Male,25,1,29,0,< 1 Year,Yes,26498,152,189,1
28105,Male,43,1,8,1,1-2 Year,No,33521,124,218,0
5740,Male,36,1,8,0,1-2 Year,Yes,32225,124,69,1
24205,Male,53,1,20,1,1-2 Year,No,2630,26,142,0
20136,Male,47,1,46,1,1-2 Year,No,39062,26,248,0
55727,Male,20,1,46,1,< 1 Year,No,29340,160,241,0
32168,Male,25,1,12,0,< 1 Year,Yes,29742,152,37,0
27792,Male,25,1,6,1,< 1 Year,No,18658,152,218,0
56837,Male,21,1,13,1,< 1 Year,No,31606,152,77,0
41517,Female,26,1,8,0,< 1 Year,Yes,2630,152,68,0
43354,Female,24,1,6,1,< 1 Year,No,30987,152,226,0
20273,Male,40,1,28,0,1-2 Year,Yes,32997,26,62,0
1099,Male,46,1,28,0,1-2 Year,Yes,34498,52,243,1
41961,Male,54,1,28,0,1-2 Year,Yes,48469,26,298,0
30207,Male,46,1,49,0,1-2 Year,Yes,31038,26,105,0
2593,Male,24,1,18,0,< 1 Year,Yes,30099,152,86,0
36522,Female,38,1,45,0,1-2 Year,Yes,27636,152,103,0
62679,Female,25,1,11,1,< 1 Year,No,35103,152,288,0
37426,Female,28,1,11,1,< 1 Year,No,28336,152,277,0
46797,Female,53,1,14,1,1-2 Year,No,25981,124,10,0
9820,Female,43,1,46,0,< 1 Year,No,2630,1,229,0
26477,Female,22,1,27,0,< 1 Year,Yes,22601,152,17,0
42320,Female,23,1,15,1,< 1 Year,No,38164,152,12,0
29292,Male,49,1,19,0,> 2 Years,Yes,23910,124,208,0
19110,Male,40,1,28,0,1-2 Year,Yes,45177,26,102,1
9832,Female,45,1,9,1,1-2 Year,No,28716,26,110,0
30343,Female,48,1,0,1,1-2 Year,No,2630,122,40,0
57393,Female,36,1,8,1,1-2 Year,No,43468,155,156,0
15693,Female,27,1,28,0,1-2 Year,Yes,2630,156,28,1
39296,Male,49,1,41,1,1-2 Year,No,29291,26,124,0
16516,Female,22,1,2,0,< 1 Year,Yes,37016,152,248,0
9881,Male,52,1,31,0,1-2 Year,Yes,2630,148,154,0
58536,Male,60,1,46,0,1-2 Year,Yes,25056,160,86,0
34103,Male,63,1,8,1,1-2 Year,No,32527,124,204,0
24846,Female,45,1,8,0,1-2 Year,Yes,31952,124,211,0
10882,Female,76,1,28,1,1-2 Year,No,78087,124,239,0
61142,Female,65,1,50,0,1-2 Year,Yes,41203,154,35,0
21379,Female,22,1,28,1,< 1 Year,No,30329,152,254,0
13368,Male,22,1,8,1,< 1 Year,No,29029,152,141,0
28066,Male,59,1,14,0,1-2 Year,Yes,27392,26,252,0
49199,Male,44,1,41,0,1-2 Year,Yes,40733,26,127,0
53717,Female,23,1,26,1,< 1 Year,No,27543,152,218,0
63382,Male,38,1,28,1,1-2 Year,No,36395,152,28,0
13136,Male,43,1,28,0,1-2 Year,Yes,37586,26,71,0
35681,Male,27,1,8,0,1-2 Year,Yes,31596,154,244,1
51241,Male,51,1,29,0,1-2 Year,Yes,41010,154,29,0
36020,Male,30,1,2,0,< 1 Year,Yes,2630,152,51,1
36908,Male,37,1,28,0,1-2 Year,Yes,23920,26,212,1
37462,Female,25,1,29,1,< 1 Year,No,2630,152,156,0
8332,Female,47,1,28,0,1-2 Year,Yes,27367,124,104,0
47175,Male,22,1,46,0,< 1 Year,No,39948,152,66,0
1978,Female,21,1,48,0,< 1 Year,Yes,2630,160,277,0
7569,Female,22,1,8,0,< 1 Year,No,26979,160,171,0
40175,Female,38,1,44,0,1-2 Year,Yes,27078,8,218,1
33339,Female,25,1,11,1,< 1 Year,No,26469,152,16,0
21647,Male,61,0,8,0,1-2 Year,Yes,42493,26,140,0
54467,Male,22,1,30,1,< 1 Year,No,30603,152,102,0
55772,Female,48,1,28,0,1-2 Year,Yes,29446,26,74,1
30608,Female,29,1,47,1,< 1 Year,No,34403,152,229,0
39032,Male,23,1,15,1,< 1 Year,No,37157,152,237,0
51771,Male,39,1,2,1,1-2 Year,Yes,20742,124,47,0
46851,Male,68,1,28,0,1-2 Year,Yes,31071,26,163,0
51867,Female,32,1,10,1,< 1 Year,No,50466,152,30,0
14733,Male,66,1,28,1,1-2 Year,No,27429,26,163,0
54778,Female,22,1,36,0,< 1 Year,Yes,32414,152,32,0
21835,Male,54,1,41,0,1-2 Year,Yes,36164,26,215,0
32814,Female,39,1,8,0,1-2 Year,Yes,48593,7,188,0
6469,Male,26,1,8,0,1-2 Year,Yes,39223,157,133,1
32557,Male,25,1,46,1,< 1 Year,No,29694,152,23,0
64087,Female,22,1,46,1,< 1 Year,No,23454,152,244,0
61781,Female,33,1,46,0,< 1 Year,Yes,29166,26,83,0
9600,Male,25,1,27,0,< 1 Year,No,17268,152,112,0
